merchant_id,merchant_name,merchant_category,province,city,risk_rating
18424,Merchant 18424,Online Services,North West,Klerksdorp,Medium
18425,Merchant 18425,Entertainment,Western Cape,Cape Town,Medium
18426,Merchant 18426,Other,Kwazulu-Natal,Pietermaritzburg,Low
18427,Merchant 18427,Other,Gauteng,Midrand,Medium
18428,Merchant 18428,Clothing,Kwazulu-Natal,Pietermaritzburg,Low
18429,Merchant 18429,Entertainment,Eastern Cape,East London,Medium
18430,Merchant 18430,Grocery,Eastern Cape,East London,Low
18431,MERCHANT 18431,Healthcare,Eastern Cape,Gqeberha,Low
18432,Merchant 18432,Electronics,Limpopo,Tzaneen,High
18433,Merchant 18433,Other,Eastern Cape,Mthatha,Medium
18434,Merchant 18434,Electronics,Mpumalanga,Emalahleni,Low
18435,Merchant 18435,Electronics,Eastern Cape,East London,Medium
18436,Merchant 18436,Restaurant,Gauteng,Soweto,High
18437,Merchant 18437,Healthcare,Free State,Bloemfontein,Low
18438,Merchant 18438,Electronics,Western Cape,Paarl,Low
18439,Merchant 18439,Restaurant,Northern Cape,Kuruman,Low
18440,Merchant 18440,Fuel,Gauteng,Midrand,Low
18441,Merchant 18441,Healthcare,Limpopo,Tzaneen,Low
18442,Merchant 18442,Travel,Western Cape,Paarl,Low
18443,Merchant 18443,Healthcare,Kwazulu-Natal,Pietermaritzburg,Medium
18444,Merchant 18444,Online Services,Limpopo,Thohoyandou,Medium
18445,Merchant 18445,Clothing,Eastern Cape,Gqeberha,Low
18446,Merchant 18446,Restaurant,Limpopo,Tzaneen,Low
18447,Merchant 18447,Fuel,Limpopo,Polokwane,Low
18448,Merchant 18448,Electronics,North West,Rustenburg,High
18449,Merchant 18449,Online Services,Mpumalanga,Emalahleni,Low
18450,Merchant 18450,Restaurant,Limpopo,Tzaneen,Low
18451,Merchant 18451,Online Services,Eastern Cape,Gqeberha,High
18452,Merchant 18452,Clothing,Kwazulu-Natal,Durban,Low
18453,Merchant 18453,Travel,North West,Mahikeng,Medium
18454,Merchant 18454,Online Services,Eastern Cape,East London,Medium
18455,Merchant 18455,Restaurant,Eastern Cape,Gqeberha,Low
18456,Merchant 18456,Grocery,Free State,Welkom,Low
18457,Merchant 18457,Electronics,Gauteng,Pretoria,High
18458,Merchant 18458,Entertainment,Kwazulu-Natal,Durban,Low
18459,Merchant 18459,Healthcare,Mpumalanga,Secunda,Low
18460,Merchant 18460,Healthcare,Mpumalanga,Mbombela,Medium
18461,Merchant 18461,Grocery,North West,Mahikeng,Low
18462,Merchant 18462,Restaurant,Western Cape,Stellenbosch,Medium
18463,Merchant 18463,Entertainment,Free State,Bloemfontein,Medium
18464,Merchant 18464,Healthcare,Western Cape,Cape Town,Medium
18465,Merchant 18465,Fuel,Free State,Bethlehem,Low
18466,Merchant 18466,Entertainment,Eastern Cape,East London,Low
18467,Merchant 18467,Grocery,Eastern Cape,Mthatha,Medium
18468,Merchant 18468,Grocery,Western Cape,Stellenbosch,High
18469,Merchant 18469,Fuel,Gauteng,Pretoria,Low
18470,Merchant 18470,Healthcare,Limpopo,Tzaneen,Low
18471,Merchant 18471,Grocery,Gauteng,Johannesburg,High
18472,Merchant 18472,Electronics,Northern Cape,Upington,Medium
18473,Merchant 18473,Other,North West,Rustenburg,Low
18474,Merchant 18474,Electronics,Free State,Bethlehem,Medium
18475,Merchant 18475,Entertainment,North West,Klerksdorp,Low
18476,Merchant 18476,Grocery,Free State,Welkom,Low
18477,merchant 18477,Online Services,Limpopo,Thohoyandou,Low
18478,Merchant 18478,Travel,Western Cape,George,Low
18479,Merchant 18479,Healthcare,Eastern Cape,East London,Low
18480,Merchant 18480,Entertainment,Northern Cape,Kuruman,Low
18481,Merchant 18481,Grocery,Limpopo,Polokwane,Low
18482,Merchant 18482,Grocery,Limpopo,Polokwane,Low
18483,Merchant 18483,Travel,Limpopo,Thohoyandou,Low
18484,Merchant 18484,Grocery,Western Cape,George,Low
18485,Merchant 18485,Travel,Mpumalanga,Secunda,Low
18486,Merchant 18486,Healthcare,Gauteng,Johannesburg,Low
18487,merchant 18487,Travel,Western Cape,Stellenbosch,Low
18488,Merchant 18488,Online Services,Gauteng,Johannesburg,Low
18489,Merchant 18489,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
18490,Merchant 18490,Other,Northern Cape,Kuruman,Low
18491,Merchant 18491,Fuel,Western Cape,Cape Town,Low
18492,Merchant 18492,Travel,Eastern Cape,Gqeberha,Low
18493,Merchant 18493,Fuel,Gauteng,Midrand,Low
18494,Merchant 18494,Healthcare,Eastern Cape,Mthatha,Low
18495,Merchant 18495,Fuel,Eastern Cape,Mthatha,Medium
18496,Merchant 18496,Restaurant,Limpopo,Tzaneen,Low
18497,Merchant 18497,Entertainment,Mpumalanga,Secunda,Low
18498,Merchant 18498,Online Services,Eastern Cape,Mthatha,Medium
18499,Merchant 18499,Clothing,Mpumalanga,Mbombela,Low
18500,Merchant 18500,Fuel,North West,Klerksdorp,Low
18501,Merchant 18501,Restaurant,Western Cape,Cape Town,Medium
18502,Merchant 18502,Travel,North West,Rustenburg,Low
18503,Merchant 18503,Restaurant,Northern Cape,Kimberley,Medium
18504,Merchant 18504,Entertainment,Limpopo,Thohoyandou,Medium
18505,Merchant 18505,Online Services,Eastern Cape,Gqeberha,Low
18506,Merchant 18506,Grocery,Kwazulu-Natal,Pietermaritzburg,Low
18507,Merchant 18507,Online Services,Free State,Welkom,Low
18508,Merchant 18508,Online Services,Limpopo,Tzaneen,Medium
18509,Merchant 18509,Online Services,Kwazulu-Natal,Richards Bay,High
18510,Merchant 18510,Healthcare,Northern Cape,Kimberley,Low
18511,Merchant 18511,Fuel,Limpopo,Thohoyandou,Low
18512,Merchant 18512,Grocery,Free State,Welkom,Low
18513,Merchant 18513,Grocery,Kwazulu-Natal,Pietermaritzburg,Low
18514,Merchant 18514,Travel,Western Cape,Cape Town,Low
18515,Merchant 18515,Other,Western Cape,Stellenbosch,High
18516,Merchant 18516,Clothing,Kwazulu-Natal,Durban,Low
18517,Merchant 18517,Online Services,North West,Mahikeng,Low
18518,Merchant 18518,Travel,Mpumalanga,Mbombela,Low
18519,Merchant 18519,Online Services,Free State,Bethlehem,Low
18520,Merchant 18520,Grocery,Kwazulu-Natal,Durban,Low
18521,Merchant 18521,Clothing,Eastern Cape,Mthatha,Low
18522,Merchant 18522,Entertainment,Northern Cape,Kimberley,Medium
18523,Merchant 18523,Entertainment,North West,Rustenburg,Low
18524,Merchant 18524,Fuel,Limpopo,Tzaneen,Low
18525,Merchant 18525,Clothing,Kwazulu-Natal,Durban,Low
18526,Merchant 18526,Other,Eastern Cape,East London,Low
18527,Merchant 18527,Electronics,Gauteng,Pretoria,Low
18528,Merchant 18528,Fuel,Mpumalanga,Emalahleni,High
18529,Merchant 18529,Restaurant,Free State,Bethlehem,Low
18530,Merchant 18530,Restaurant,Western Cape,George,Low
18531,Merchant 18531,Clothing,Mpumalanga,Secunda,High
18532,Merchant 18532,Travel,Mpumalanga,Secunda,Medium
18533,Merchant 18533,Electronics,Kwazulu-Natal,Durban,Low
18534,Merchant 18534,Clothing,North West,Rustenburg,Low
18535,Merchant 18535,Online Services,Northern Cape,Kuruman,Low
18536,Merchant 18536,Travel,Western Cape,Cape Town,Medium
18537,Merchant 18537,Restaurant,North West,Rustenburg,Low
18538,Merchant 18538,Online Services,Mpumalanga,Mbombela,Low
18539,Merchant 18539,Clothing,North West,Mahikeng,Low
18540,Merchant 18540,Online Services,Limpopo,Polokwane,Low
18541,Merchant 18541,Travel,Western Cape,Cape Town,Low
18542,Merchant 18542,Online Services,Eastern Cape,Mthatha,Low
18543,Merchant 18543,Other,Kwazulu-Natal,Pietermaritzburg,Low
18544,Merchant 18544,Restaurant,Limpopo,Thohoyandou,Low
18545,Merchant 18545,Online Services,Mpumalanga,Mbombela,Low
18546,Merchant 18546,Clothing,North West,Mahikeng,High
18547,Merchant 18547,Restaurant,Eastern Cape,Gqeberha,Low
18548,Merchant 18548,Grocery,Eastern Cape,Mthatha,Low
18549,Merchant 18549,Other,Limpopo,Tzaneen,Low
18550,merchant 18550,Other,Kwazulu-Natal,Durban,Low
18551,Merchant 18551,Entertainment,Kwazulu-Natal,Pietermaritzburg,Medium
18552,Merchant 18552,Restaurant,Free State,Welkom,Low
18553,Merchant 18553,Electronics,Gauteng,Pretoria,Medium
18554,Merchant 18554,Electronics,Mpumalanga,Mbombela,Low
18555,MERCHANT 18555,Grocery,Eastern Cape,East London,Unknown
18556,Merchant 18556,Healthcare,Free State,Welkom,Low
18557,Merchant 18557,Travel,Free State,Bethlehem,Low
18558,Merchant 18558,Restaurant,Limpopo,Tzaneen,Low
18559,Merchant 18559,Fuel,Western Cape,Paarl,Low
18560,Merchant 18560,Healthcare,Kwazulu-Natal,Richards Bay,Low
18561,Merchant 18561,Entertainment,Kwazulu-Natal,Durban,Medium
18562,Merchant 18562,Grocery,Eastern Cape,Mthatha,Medium
18563,Merchant 18563,Other,Free State,Welkom,Medium
18564,Merchant 18564,Entertainment,Kwazulu-Natal,Pietermaritzburg,Low
18565,Merchant 18565,Electronics,Kwazulu-Natal,Richards Bay,Medium
18566,Merchant 18566,Electronics,Free State,Bethlehem,Low
18567,Merchant 18567,Travel,Western Cape,Paarl,Low
18568,Merchant 18568,Healthcare,Eastern Cape,East London,Low
18569,Merchant 18569,Travel,Eastern Cape,Gqeberha,Medium
18570,Merchant 18570,Clothing,Mpumalanga,Emalahleni,Low
18571,Merchant 18571,Online Services,Western Cape,George,Medium
18572,Merchant 18572,Online Services,Free State,Welkom,Medium
18573,Merchant 18573,Fuel,Limpopo,Polokwane,High
18574,Merchant 18574,Clothing,Free State,Welkom,Low
18575,Merchant 18575,Healthcare,Mpumalanga,Mbombela,Low
18576,Merchant 18576,Online Services,Gauteng,Midrand,Low
18577,Merchant 18577,Clothing,Kwazulu-Natal,Richards Bay,Low
18578,Merchant 18578,Other,Eastern Cape,Gqeberha,Low
18579,Merchant 18579,Restaurant,Mpumalanga,Secunda,Low
18580,Merchant 18580,Restaurant,Western Cape,Paarl,Low
18581,Merchant 18581,Fuel,Mpumalanga,Secunda,Medium
18582,Merchant 18582,Clothing,Eastern Cape,Mthatha,Low
18583,Merchant 18583,Electronics,Eastern Cape,East London,Medium
18584,Merchant 18584,Fuel,Eastern Cape,East London,Medium
18585,Merchant 18585,Other,Western Cape,Stellenbosch,Low
18586,Merchant 18586,Online Services,North West,Rustenburg,Medium
18587,Merchant 18587,Clothing,Mpumalanga,Secunda,Medium
18588,Merchant 18588,Entertainment,Free State,Welkom,Medium
18589,Merchant 18589,Entertainment,Kwazulu-Natal,Richards Bay,Low
18590,Merchant 18590,Travel,Mpumalanga,Mbombela,Low
18591,Merchant 18591,Electronics,Northern Cape,Kuruman,Low
18592,Merchant 18592,Clothing,Free State,Bethlehem,High
18593,Merchant 18593,Other,Free State,Bethlehem,Low
18594,Merchant 18594,Clothing,Limpopo,Tzaneen,Low
18595,Merchant 18595,Travel,Free State,Bloemfontein,Low
18596,Merchant 18596,Online Services,Free State,Bethlehem,Low
18597,Merchant 18597,Electronics,Free State,Bloemfontein,High
18598,Merchant 18598,Grocery,Western Cape,Paarl,Low
18599,Merchant 18599,Travel,Gauteng,Midrand,Low
18600,Merchant 18600,Clothing,Free State,Bloemfontein,Low
18601,Merchant 18601,Entertainment,Mpumalanga,Mbombela,Low
18602,Merchant 18602,Clothing,Free State,Bethlehem,Low
18603,Merchant 18603,Travel,Mpumalanga,Emalahleni,Low
18604,Merchant 18604,Electronics,Mpumalanga,Emalahleni,Low
18605,Merchant 18605,Other,Gauteng,Midrand,Low
18606,Merchant 18606,Restaurant,Eastern Cape,Gqeberha,Low
18607,Merchant 18607,Online Services,Limpopo,Polokwane,Low
18608,Merchant 18608,Entertainment,Gauteng,Johannesburg,Low
18609,Merchant 18609,Clothing,Kwazulu-Natal,Durban,Medium
18610, Merchant 18610 ,Entertainment,Western Cape,George,Low
18611,Merchant 18611,Healthcare,Mpumalanga,Secunda,Low
18612,Merchant 18612,Other,Limpopo,Thohoyandou,Low
18613,Merchant 18613,Entertainment,Western Cape,Stellenbosch,Low
18614,merchant 18614,Travel,Northern Cape,Upington,Low
18615,Merchant 18615,Grocery,Northern Cape,Upington,Low
18616,Merchant 18616,Restaurant,North West,Rustenburg,Medium
18617,Merchant 18617,Entertainment,Northern Cape,Kimberley,Low
18618,Merchant 18618,Clothing,Northern Cape,Kuruman,High
18619,Merchant 18619,Online Services,Limpopo,Tzaneen,Low
18620,Merchant  18620,Grocery,Gauteng,Midrand,Low
18621,Merchant 18621,Online Services,Limpopo,Thohoyandou,Low
18622,Merchant 18622,Healthcare,Mpumalanga,Secunda,Low
18623,Merchant 18623,Entertainment,Gauteng,Soweto,Low
18624,Merchant 18624,Fuel,Northern Cape,Upington,Low
18625,Merchant 18625,Online Services,Northern Cape,Upington,High
18626,Merchant 18626,Other,Gauteng,Soweto,Low
18627,Merchant 18627,Fuel,Western Cape,Cape Town,Medium
18628,Merchant 18628,Travel,Northern Cape,Kimberley,Low
18629,Merchant 18629,Travel,North West,Klerksdorp,Low
18630,Merchant 18630,Grocery,Mpumalanga,Mbombela,Low
18631,Merchant 18631,Fuel,Eastern Cape,Mthatha,Medium
18632,Merchant  18632,Online Services,Mpumalanga,Secunda,Low
18633,Merchant 18633,Grocery,Western Cape,Cape Town,Low
18634,Merchant 18634,Electronics,Free State,Welkom,Low
18635,Merchant 18635,Restaurant,Limpopo,Polokwane,Low
18636,Merchant 18636,Online Services,Mpumalanga,Mbombela,Low
18637,Merchant  18637,Electronics,North West,Klerksdorp,Low
18638,Merchant 18638,Electronics,Free State,Bloemfontein,Medium
18639,Merchant 18639,Healthcare,Limpopo,Tzaneen,High
18640,Merchant 18640,Healthcare,Western Cape,Stellenbosch,Low
18641,Merchant 18641,Restaurant,Free State,Bethlehem,Medium
18642,Merchant 18642,Clothing,Northern Cape,Kuruman,Low
18643,Merchant 18643,Online Services,Eastern Cape,East London,High
18644,Merchant 18644,Grocery,Gauteng,Pretoria,High
18645,Merchant 18645,Grocery,Limpopo,Tzaneen,Medium
18646,Merchant 18646,Entertainment,Northern Cape,Kuruman,Medium
18647,Merchant 18647,Healthcare,North West,Rustenburg,Low
18648,Merchant 18648,Grocery,Gauteng,Soweto,Low
18649,Merchant 18649,Clothing,Kwazulu-Natal,Pietermaritzburg,Medium
18650,Merchant 18650,Healthcare,Gauteng,Pretoria,High
18651,Merchant 18651,Entertainment,Mpumalanga,Emalahleni,Low
18652,Merchant 18652,Restaurant,North West,Rustenburg,Medium
18653,Merchant 18653,Fuel,North West,Klerksdorp,Low
18654,Merchant 18654,Online Services,Limpopo,Polokwane,Low
18655,Merchant 18655,Fuel,North West,Mahikeng,High
18656,Merchant 18656,Entertainment,Mpumalanga,Secunda,Low
18657,Merchant 18657,Electronics,Kwazulu-Natal,Pietermaritzburg,High
18658,Merchant 18658,Grocery,Kwazulu-Natal,Durban,Low
18659,Merchant 18659,Electronics,North West,Mahikeng,Low
18660,Merchant 18660,Entertainment,Western Cape,George,Low
18661,Merchant 18661,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
18662,Merchant 18662,Healthcare,Northern Cape,Kuruman,Low
18663,Merchant 18663,Clothing,Mpumalanga,Mbombela,Medium
18664,Merchant 18664,Electronics,Mpumalanga,Secunda,Medium
18665,Merchant 18665,Electronics,Free State,Welkom,Low
18666,Merchant 18666,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
18667,merchant 18667,Fuel,Eastern Cape,East London,Low
18668,Merchant 18668,Other,Northern Cape,Kuruman,Low
18669,Merchant 18669,Grocery,Mpumalanga,Mbombela,High
18670,Merchant 18670,Restaurant,Kwazulu-Natal,Durban,Low
18671,Merchant 18671,Entertainment,Western Cape,Stellenbosch,Low
18672,Merchant 18672,Travel,Free State,Bethlehem,Low
18673,Merchant 18673,Online Services,Eastern Cape,Gqeberha,Low
18674,Merchant 18674,Online Services,Mpumalanga,Secunda,Low
18675,Merchant 18675,Online Services,Limpopo,Polokwane,Low
18676,Merchant 18676,Entertainment,Eastern Cape,Gqeberha,Low
18677,Merchant 18677,Restaurant,Eastern Cape,East London,High
18678,Merchant 18678,Restaurant,Northern Cape,Kuruman,Low
18679,Merchant 18679,Fuel,Northern Cape,Kuruman,Low
18680,Merchant 18680,Grocery,Northern Cape,Kimberley,Low
18681,Merchant 18681,Online Services,Limpopo,Polokwane,Low
18682,Merchant 18682,Restaurant,Northern Cape,Upington,Low
18683,Merchant 18683,Grocery,Free State,Bloemfontein,Low
18684,Merchant 18684,Other,Gauteng,Soweto,Low
18685,Merchant 18685,Clothing,Northern Cape,Kimberley,Low
18686,Merchant 18686,Fuel,Gauteng,Soweto,Low
18687,Merchant 18687,Healthcare,Kwazulu-Natal,Pietermaritzburg,Medium
18688,Merchant 18688,Fuel,Eastern Cape,East London,Low
18689,Merchant 18689,Fuel,Kwazulu-Natal,Durban,Low
18690,Merchant 18690,Restaurant,Limpopo,Polokwane,Low
18691,Merchant 18691,Travel,Kwazulu-Natal,Durban,High
18692,Merchant 18692,Fuel,Free State,Welkom,Medium
18693,Merchant 18693,Clothing,Northern Cape,Kimberley,Low
18694,Merchant 18694,Restaurant,Mpumalanga,Secunda,Low
18695,Merchant 18695,Restaurant,Eastern Cape,Gqeberha,Low
18696,Merchant 18696,Entertainment,Eastern Cape,Gqeberha,Low
18697,Merchant 18697,Fuel,Kwazulu-Natal,Durban,Low
18698,Merchant 18698,Grocery,Free State,Bloemfontein,Low
18699,Merchant 18699,Electronics,Limpopo,Tzaneen,Low
18700,Merchant 18700,Travel,Mpumalanga,Emalahleni,Low
18701,Merchant 18701,Other,North West,Klerksdorp,Low
18702,Merchant 18702,Online Services,Western Cape,Stellenbosch,Low
18703,Merchant 18703,Online Services,Mpumalanga,Mbombela,High
18704,Merchant 18704,Online Services,Free State,Nan,Medium
18705,Merchant 18705,Restaurant,Western Cape,Paarl,Low
18706,Merchant 18706,Online Services,Northern Cape,Upington,Low
18707,Merchant 18707,Fuel,Mpumalanga,Emalahleni,Low
18708,Merchant  18708,Travel,Mpumalanga,Secunda,Low
18709,Merchant 18709,Clothing,Kwazulu-Natal,Richards Bay,Low
18710,Merchant 18710,Other,Limpopo,Tzaneen,Low
18711,Merchant 18711,Travel,North West,Mahikeng,Low
18712,Merchant 18712,Healthcare,Eastern Cape,East London,Medium
18713,Merchant 18713,Other,Limpopo,Thohoyandou,Low
18714,Merchant 18714,Fuel,Eastern Cape,Gqeberha,Medium
18715,Merchant 18715,Fuel,Mpumalanga,Emalahleni,Low
18716,Merchant 18716,Electronics,Northern Cape,Kimberley,Medium
18717, Merchant 18717 ,Travel,Eastern Cape,Gqeberha,Low
18718,Merchant 18718,Restaurant,Mpumalanga,Secunda,Medium
18719,Merchant  18719,Other,Limpopo,Tzaneen,Low
18720,Merchant  18720,Clothing,Northern Cape,Kimberley,Low
18721,Merchant 18721,Travel,Gauteng,Soweto,Medium
18722, Merchant 18722 ,Fuel,Mpumalanga,Emalahleni,Low
18723,Merchant 18723,Entertainment,Limpopo,Tzaneen,Low
18724,Merchant 18724,Travel,Mpumalanga,Secunda,Low
18725,Merchant 18725,Grocery,Western Cape,Paarl,Low
18726,Merchant 18726,Online Services,Limpopo,Polokwane,Medium
18727,Merchant 18727,Restaurant,Eastern Cape,Mthatha,Low
18728,Merchant 18728,Grocery,Kwazulu-Natal,Richards Bay,Low
18729,Merchant 18729,Travel,North West,Mahikeng,Low
18730,Merchant 18730,Electronics,Limpopo,Tzaneen,Low
18731,Merchant 18731,Electronics,Mpumalanga,Mbombela,Low
18732,Merchant 18732,Fuel,Limpopo,Thohoyandou,Low
18733,Merchant 18733,Restaurant,Western Cape,Paarl,Medium
18734,Merchant 18734,Clothing,North West,Mahikeng,Low
18735,Merchant 18735,Online Services,Northern Cape,Kimberley,Low
18736,Merchant 18736,Restaurant,Limpopo,Tzaneen,Low
18737,Merchant 18737,Electronics,Eastern Cape,Mthatha,Medium
18738,Merchant 18738,Travel,Eastern Cape,Mthatha,Low
18739,Merchant 18739,Entertainment,Gauteng,Midrand,Low
18740,Merchant 18740,Clothing,Northern Cape,Kuruman,Low
18741,Merchant 18741,Electronics,North West,Klerksdorp,High
18742,Merchant 18742,Fuel,Kwazulu-Natal,Richards Bay,Low
18743,Merchant 18743,Travel,Limpopo,Thohoyandou,High
18744,Merchant 18744,Online Services,North West,Rustenburg,High
18745,Merchant 18745,Clothing,Kwazulu-Natal,Richards Bay,High
18746,Merchant 18746,Online Services,North West,Mahikeng,Low
18747,Merchant 18747,Entertainment,Eastern Cape,East London,Medium
18748,Merchant 18748,Other,Gauteng,Soweto,Low
18749,Merchant 18749,Fuel,Eastern Cape,East London,Medium
18750,Merchant 18750,Online Services,North West,Rustenburg,Medium
18751,Merchant 18751,Online Services,Kwazulu-Natal,Durban,High
18752,Merchant 18752,Fuel,Kwazulu-Natal,Richards Bay,Low
18753,merchant 18753,Clothing,Limpopo,Thohoyandou,High
18754,Merchant 18754,Healthcare,Free State,Bethlehem,Low
18755,Merchant 18755,Healthcare,Eastern Cape,East London,Low
18756,Merchant 18756,Other,North West,Mahikeng,Low
18757,Merchant 18757,Electronics,Kwazulu-Natal,Richards Bay,Medium
18758,Merchant 18758,Healthcare,Eastern Cape,East London,Low
18759,Merchant 18759,Clothing,Limpopo,Polokwane,Low
18760,Merchant 18760,Fuel,North West,Rustenburg,Low
18761,Merchant 18761,Electronics,Free State,Welkom,Low
18762,Merchant 18762,Fuel,North West,Mahikeng,Low
18763,Merchant 18763,Healthcare,Eastern Cape,Gqeberha,Low
18764,Merchant 18764,Online Services,Eastern Cape,Mthatha,Low
18765,Merchant 18765,Fuel,Free State,Welkom,Medium
18766,Merchant 18766,Travel,Gauteng,Midrand,High
18767,Merchant 18767,Grocery,Limpopo,Tzaneen,Low
18768,Merchant 18768,Electronics,Kwazulu-Natal,Richards Bay,Low
18769,Merchant 18769,Healthcare,North West,Rustenburg,High
18770,Merchant 18770,Other,Gauteng,Johannesburg,Low
18771,Merchant  18771,Entertainment,Eastern Cape,Mthatha,Medium
18772,Merchant 18772,Online Services,Western Cape,Stellenbosch,Low
18773,Merchant 18773,Entertainment,Kwazulu-Natal,Durban,High
18774,Merchant 18774,Entertainment,Northern Cape,Kuruman,Low
18775, Merchant 18775 ,Clothing,Free State,Bethlehem,Low
18776,Merchant 18776,Other,Gauteng,Soweto,Low
18777,Merchant 18777,Online Services,Limpopo,Tzaneen,Low
18778,Merchant 18778,Restaurant,Kwazulu-Natal,Pietermaritzburg,High
18779,Merchant 18779,Travel,North West,Rustenburg,Low
18780,Merchant 18780,Entertainment,Free State,Bethlehem,Medium
18781,Merchant 18781,Travel,Northern Cape,Kuruman,Medium
18782,Merchant 18782,Clothing,Northern Cape,Kuruman,Medium
18783,Merchant 18783,Other,Western Cape,Stellenbosch,Low
18784,Merchant 18784,Healthcare,Eastern Cape,East London,Low
18785,Merchant 18785,Fuel,Gauteng,Midrand,High
18786,Merchant 18786,Restaurant,Gauteng,Pretoria,Low
18787,Merchant 18787,Clothing,North West,Mahikeng,Low
18788,Merchant 18788,Online Services,North West,Klerksdorp,Low
18789,Merchant 18789,Clothing,Northern Cape,Upington,Low
18790,Merchant 18790,Restaurant,Gauteng,Johannesburg,Low
18791,Merchant 18791,Entertainment,Western Cape,Paarl,Low
18792,Merchant 18792,Fuel,Gauteng,Pretoria,Low
18793,Merchant 18793,Nan,Free State,Bethlehem,Low
18794,Merchant 18794,Grocery,North West,Klerksdorp,Low
18795,Merchant 18795,Other,Free State,Welkom,Medium
18796,Merchant 18796,Travel,Gauteng,Pretoria,Low
18797,Merchant 18797,Healthcare,North West,Mahikeng,Medium
18798,Merchant 18798,Clothing,Mpumalanga,Emalahleni,Low
18799,Merchant  18799,Travel,Kwazulu-Natal,Richards Bay,Low
18800,Merchant 18800,Other,Limpopo,Tzaneen,High
18801,Merchant 18801,Healthcare,Free State,Bloemfontein,Low
18802,Merchant 18802,Restaurant,Mpumalanga,Mbombela,Medium
18803,Merchant 18803,Fuel,Western Cape,George,Medium
18804,Merchant 18804,Restaurant,Western Cape,Stellenbosch,Low
18805,Merchant 18805,Online Services,Gauteng,Pretoria,Medium
18806,Merchant 18806,Clothing,Eastern Cape,Mthatha,Low
18807,Merchant 18807,Other,North West,Klerksdorp,Low
18808,Merchant 18808,Fuel,Limpopo,Polokwane,Low
18809,Merchant 18809,Grocery,Gauteng,Midrand,Low
18810,Merchant 18810,Fuel,North West,Klerksdorp,High
18811,Merchant 18811,Travel,North West,Rustenburg,Medium
18812,Merchant  18812,Electronics,Northern Cape,Nan,Low
18813,Merchant 18813,Entertainment,Mpumalanga,Emalahleni,Low
18814,Merchant 18814,Other,Western Cape,Stellenbosch,Low
18815,Merchant 18815,Healthcare,Mpumalanga,Secunda,Medium
18816,Merchant 18816,Fuel,Northern Cape,Kuruman,Low
18817,Merchant 18817,Clothing,Western Cape,Paarl,Low
18818,Merchant 18818,Other,Northern Cape,Kimberley,Low
18819,Merchant 18819,Electronics,North West,Rustenburg,Low
18820,Merchant 18820,Healthcare,Western Cape,Paarl,Low
18821,Merchant 18821,Restaurant,Western Cape,Stellenbosch,Low
18822,Merchant 18822,Fuel,Gauteng,Johannesburg,Medium
18823,Merchant 18823,Healthcare,Mpumalanga,Emalahleni,Medium
18824,Merchant 18824,Electronics,Limpopo,Polokwane,Medium
18825,merchant 18825,Clothing,Limpopo,Thohoyandou,Low
18826,Merchant 18826,Online Services,Eastern Cape,Gqeberha,Low
18827,Merchant 18827,Entertainment,Free State,Welkom,Low
18828,Merchant 18828,Fuel,Northern Cape,Kuruman,Low
18829,Merchant 18829,Online Services,Limpopo,Tzaneen,Low
18830,Merchant 18830,Online Services,Limpopo,Tzaneen,Low
18831,Merchant 18831,Other,Limpopo,Polokwane,High
18832,Merchant 18832,Online Services,Limpopo,Thohoyandou,Low
18833,Merchant 18833,Electronics,Eastern Cape,Gqeberha,Medium
18834,Merchant 18834,Restaurant,Free State,Bethlehem,Low
18835,Merchant 18835,Entertainment,Gauteng,Johannesburg,Low
18836,Merchant 18836,Healthcare,Northern Cape,Kimberley,Low
18837,Merchant 18837,Restaurant,Mpumalanga,Secunda,Medium
18838,Merchant 18838,Travel,North West,Klerksdorp,Low
18839,Merchant 18839,Grocery,Mpumalanga,Mbombela,High
18840,Merchant 18840,Restaurant,Mpumalanga,Mbombela,Low
18841,Merchant 18841,Travel,Limpopo,Tzaneen,Low
18842,Merchant 18842,Restaurant,Eastern Cape,Mthatha,Low
18843,Merchant 18843,Clothing,Western Cape,Stellenbosch,Low
18844,Merchant 18844,Fuel,Gauteng,Soweto,Medium
18845,Merchant 18845,Electronics,Northern Cape,Upington,Low
18846,Merchant 18846,Travel,Eastern Cape,East London,Medium
18847,Merchant 18847,Fuel,Northern Cape,Kimberley,Medium
18848,Merchant 18848,Other,North West,Rustenburg,Low
18849,Merchant 18849,Fuel,North West,Rustenburg,Low
18850,Merchant 18850,Healthcare,North West,Rustenburg,Low
18851,Merchant 18851,Travel,Free State,Bloemfontein,Medium
18852,Merchant 18852,Restaurant,Limpopo,Tzaneen,Low
18853,Merchant 18853,Entertainment,Limpopo,Polokwane,High
18854,Merchant 18854,Entertainment,Mpumalanga,Secunda,Low
18855,Merchant 18855,Online Services,Northern Cape,Kimberley,Low
18856,Merchant 18856,Electronics,Mpumalanga,Secunda,Medium
18857,Merchant 18857,Travel,Gauteng,Soweto,High
18858,Merchant 18858,Other,Eastern Cape,East London,Low
18859,Merchant 18859,Healthcare,Limpopo,Polokwane,High
18860,Merchant 18860,Online Services,Free State,Bloemfontein,High
18861,Merchant 18861,Healthcare,Western Cape,George,Low
